HEXCODE,PARAMETER_ID,PARAMETER_ID,MIN_VALUE_NU,MAX_VALUE_NU,RGB_R_NU,RGB_G_NU,RGB_B_NU,SHORT_NAME_TX,DWH1_T_UNIT_REF.NAME_E_TX,SHORT_SIGN_TX,NAME_G_TX,NAME_F_TX,NAME_I_TX,DWH1_T_PARAM_GROUP_REF.NAME_E_TX,DESC_G_TX,DESC_F_TX,DESC_E_TX,DESC_I_TX,UUID_TX,TECHNICAL_NAME_TX,MHS_PRODUCT_NAME_TX,LABEL_G,LABEL_F,LABEL_I,LABEL_E,LABEL_DEF_G,LABEL_DEF_F,LABEL_DEF_I,LABEL_DEF_E
#49006A,1083,1083,88,102,73,0,106,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,88 bis 102 km/h,de 88 à 102 km/h,da 88 a 102 km/h,88 to 102 km/h,88 bis 102 km/h,de 88 à 102 km/h,da 88 a 102 km/h,88 to 102 km/h
#40004B,1083,1083,102,117,64,0,75,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,102 bis 117 km/h,de 102 à 117 km/h,da 102 a 117 km/h,102 to 117 km/h,102 bis 117 km/h,de 102 à 117 km/h,da 102 a 117 km/h,102 to 117 km/h
#000000,1083,1083,117,300,0,0,0,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,> 117 km/h,> 117 km/h,> 117 km/h,> 117 km/h,117 bis 300 km/h,de 117 à 300 km/h,da 117 a 300 km/h,117 to 300 km/h
#3B645E,1737,1737,-50,-9,59,100,94,pre003id,hectopascal,hPa,Druck,pression,pressione,pressure,SYNOP: Luftdruckänderung seit den letzten 3 Stunden,SYNOP: variation de la pression atmosphérique depuis les dernières 3 heures,SYNOP: pressure characteristic since the last 3 hours,SYNOP: cambiamento della pressione nelle 3 ore precedenti,e81f13db-cdf9-4711-ab31-9847b003851b,messwerte-luftdruck-differenz-3h,i2048t,< -9 hPa,< -9 hPa,< -9 hPa,< -9 hPa,-50 bis -9 hPa,de -50 à -9 hPa,da -50 a -9 hPa,-50 to -9 hPa
#61938E,1737,1737,-9,-6,97,147,142,pre003id,hectopascal,hPa,Druck,pression,pressione,pressure,SYNOP: Luftdruckänderung seit den letzten 3 Stunden,SYNOP: variation de la pression atmosphérique depuis les dernières 3 heures,SYNOP: pressure characteristic since the last 3 hours,SYNOP: cambiamento della pressione nelle 3 ore precedenti,e81f13db-cdf9-4711-ab31-9847b003851b,messwerte-luftdruck-differenz-3h,i2048t,-9 bis -6 hPa,de -9 à -6 hPa,da -9 a -6 hPa,-9 to -6 hPa,-9 bis -6 hPa,de -9 à -6 hPa,da -9 a -6 hPa,-9 to -6 hPa
#9BC9C0,1737,1737,-6,-3,155,201,192,pre003id,hectopascal,hPa,Druck,pression,pressione,pressure,SYNOP: Luftdruckänderung seit den letzten 3 Stunden,SYNOP: variation de la pression atmosphérique depuis les dernières 3 heures,SYNOP: pressure characteristic since the last 3 hours,SYNOP: cambiamento della pressione nelle 3 ore precedenti,e81f13db-cdf9-4711-ab31-9847b003851b,messwerte-luftdruck-differenz-3h,i2048t,-6 bis -3 hPa,de -6 à -3 hPa,da -6 a -3 hPa,-6 to -3 hPa,-6 bis -3 hPa,de -6 à -3 hPa,da -6 a -3 hPa,-6 to -3 hPa
#D2E8E4,1737,1737,-3,0,210,232,228,pre003id,hectopascal,hPa,Druck,pression,pressione,pressure,SYNOP: Luftdruckänderung seit den letzten 3 Stunden,SYNOP: variation de la pression atmosphérique depuis les dernières 3 heures,SYNOP: pressure characteristic since the last 3 hours,SYNOP: cambiamento della pressione nelle 3 ore precedenti,e81f13db-cdf9-4711-ab31-9847b003851b,messwerte-luftdruck-differenz-3h,i2048t,-3 bis 0 hPa,de -3 à 0 hPa,da -3 a 0 hPa,-3 to 0 hPa,-3 bis 0 hPa,de -3 à 0 hPa,da -3 a 0 hPa,-3 to 0 hPa
#F1E5C7,1737,1737,0,3,241,229,199,pre003id,hectopascal,hPa,Druck,pression,pressione,pressure,SYNOP: Luftdruckänderung seit den letzten 3 Stunden,SYNOP: variation de la pression atmosphérique depuis les dernières 3 heures,SYNOP: pressure characteristic since the last 3 hours,SYNOP: cambiamento della pressione nelle 3 ore precedenti,e81f13db-cdf9-4711-ab31-9847b003851b,messwerte-luftdruck-differenz-3h,i2048t,0 bis 3 hPa,de 0 à 3 hPa,da 0 a 3 hPa,0 to 3 hPa,0 bis 3 hPa,de 0 à 3 hPa,da 0 a 3 hPa,0 to 3 hPa
#D5BE86,1737,1737,3,6,213,190,134,pre003id,hectopascal,hPa,Druck,pression,pressione,pressure,SYNOP: Luftdruckänderung seit den letzten 3 Stunden,SYNOP: variation de la pression atmosphérique depuis les dernières 3 heures,SYNOP: pressure characteristic since the last 3 hours,SYNOP: cambiamento della pressione nelle 3 ore precedenti,e81f13db-cdf9-4711-ab31-9847b003851b,messwerte-luftdruck-differenz-3h,i2048t,3 bis 6 hPa,de 3 à 6 hPa,da 3 a 6 hPa,3 to 6 hPa,3 bis 6 hPa,de 3 à 6 hPa,da 3 a 6 hPa,3 to 6 hPa
#AD7F43,1737,1737,6,9,173,127,67,pre003id,hectopascal,hPa,Druck,pression,pressione,pressure,SYNOP: Luftdruckänderung seit den letzten 3 Stunden,SYNOP: variation de la pression atmosphérique depuis les dernières 3 heures,SYNOP: pressure characteristic since the last 3 hours,SYNOP: cambiamento della pressione nelle 3 ore precedenti,e81f13db-cdf9-4711-ab31-9847b003851b,messwerte-luftdruck-differenz-3h,i2048t,6 bis 9 hPa,de 6 à 9 hPa,da 6 a 9 hPa,6 to 9 hPa,6 bis 9 hPa,de 6 à 9 hPa,da 6 a 9 hPa,6 to 9 hPa
#7C5326,1737,1737,9,50,124,83,38,pre003id,hectopascal,hPa,Druck,pression,pressione,pressure,SYNOP: Luftdruckänderung seit den letzten 3 Stunden,SYNOP: variation de la pression atmosphérique depuis les dernières 3 heures,SYNOP: pressure characteristic since the last 3 hours,SYNOP: cambiamento della pressione nelle 3 ore precedenti,e81f13db-cdf9-4711-ab31-9847b003851b,messwerte-luftdruck-differenz-3h,i2048t,> 9 hPa,> 9 hPa,> 9 hPa,> 9 hPa,9 bis 50 hPa,de 9 à 50 hPa,da 9 a 50 hPa,9 to 50 hPa
#FFFFFF,1758,1758,0,0.1,255,255,255,hns000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Neuschneehöhe,SYNOP: épaisseur de neige fraîche,SYNOP: fresh snow depth,SYNOP: altezza della neve nuova,8a0cf1c7-b42e-44c9-957a-f944d7e951c8,messwerte-neuschnee-1d,i2015t,kein Neuschnee,pas de neige fraîche,senza neve fresca,no fresh snow,0 bis 0.1 cm,de 0 à 0.1 cm,da 0 a 0.1 cm,0 to 0.1 cm
#CDFFCD,1758,1758,0.1,1,205,255,205,hns000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Neuschneehöhe,SYNOP: épaisseur de neige fraîche,SYNOP: fresh snow depth,SYNOP: altezza della neve nuova,8a0cf1c7-b42e-44c9-957a-f944d7e951c8,messwerte-neuschnee-1d,i2015t,0.1 bis 1 cm,de 0.1 à 1 cm,da 0.1 a 1 cm,0.1 to 1 cm,0.1 bis 1 cm,de 0.1 à 1 cm,da 0.1 a 1 cm,0.1 to 1 cm
#99F0B2,1758,1758,1,10,153,240,178,hns000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Neuschneehöhe,SYNOP: épaisseur de neige fraîche,SYNOP: fresh snow depth,SYNOP: altezza della neve nuova,8a0cf1c7-b42e-44c9-957a-f944d7e951c8,messwerte-neuschnee-1d,i2015t,1 bis 10 cm,de 1 à 10 cm,da 1 a 10 cm,1 to 10 cm,1 bis 10 cm,de 1 à 10 cm,da 1 a 10 cm,1 to 10 cm
#53BD9F,1758,1758,10,25,83,189,159,hns000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Neuschneehöhe,SYNOP: épaisseur de neige fraîche,SYNOP: fresh snow depth,SYNOP: altezza della neve nuova,8a0cf1c7-b42e-44c9-957a-f944d7e951c8,messwerte-neuschnee-1d,i2015t,10 bis 25 cm,de 10 à 25 cm,da 10 a 25 cm,10 to 25 cm,10 bis 25 cm,de 10 à 25 cm,da 10 a 25 cm,10 to 25 cm
#3296B4,1758,1758,25,50,50,150,180,hns000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Neuschneehöhe,SYNOP: épaisseur de neige fraîche,SYNOP: fresh snow depth,SYNOP: altezza della neve nuova,8a0cf1c7-b42e-44c9-957a-f944d7e951c8,messwerte-neuschnee-1d,i2015t,25 bis 50 cm,de 25 à 50 cm,da 25 a 50 cm,25 to 50 cm,25 bis 50 cm,de 25 à 50 cm,da 25 a 50 cm,25 to 50 cm
#0570B0,1758,1758,50,400,5,112,176,hns000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Neuschneehöhe,SYNOP: épaisseur de neige fraîche,SYNOP: fresh snow depth,SYNOP: altezza della neve nuova,8a0cf1c7-b42e-44c9-957a-f944d7e951c8,messwerte-neuschnee-1d,i2015t,> 50 cm,> 50 cm,> 50 cm,> 50 cm,50 bis 400 cm,de 50 à 400 cm,da 50 a 400 cm,50 to 400 cm
#FFFFFF,1759,1759,0,1,255,255,255,hto000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Gesamtschneehöhe,SYNOP: épaisseur totale de neige gisante,SYNOP: total snow depth,SYNOP: altezza della neve totale,d460972c-273f-4404-8221-1ccb6ac351ce,messwerte-gesamtschnee-1d,i2009t,kein Schnee,pas de neige,senza neve,no snow,0 bis 1 cm,de 0 à 1 cm,da 0 a 1 cm,0 to 1 cm
#CEFECF,1759,1759,1,20,206,254,207,hto000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Gesamtschneehöhe,SYNOP: épaisseur totale de neige gisante,SYNOP: total snow depth,SYNOP: altezza della neve totale,d460972c-273f-4404-8221-1ccb6ac351ce,messwerte-gesamtschnee-1d,i2009t,1 bis 20 cm,de 1 à 20 cm,da 1 a 20 cm,1 to 20 cm,1 bis 20 cm,de 1 à 20 cm,da 1 a 20 cm,1 to 20 cm
#9CEFB4,1759,1759,20,50,156,239,180,hto000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Gesamtschneehöhe,SYNOP: épaisseur totale de neige gisante,SYNOP: total snow depth,SYNOP: altezza della neve totale,d460972c-273f-4404-8221-1ccb6ac351ce,messwerte-gesamtschnee-1d,i2009t,20 bis 50 cm,de 20 à 50 cm,da 20 a 50 cm,20 to 50 cm,20 bis 50 cm,de 20 à 50 cm,da 20 a 50 cm,20 to 50 cm
#58BC9F,1759,1759,50,80,88,188,159,hto000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Gesamtschneehöhe,SYNOP: épaisseur totale de neige gisante,SYNOP: total snow depth,SYNOP: altezza della neve totale,d460972c-273f-4404-8221-1ccb6ac351ce,messwerte-gesamtschnee-1d,i2009t,50 bis 80 cm,de 50 à 80 cm,da 50 a 80 cm,50 to 80 cm,50 bis 80 cm,de 50 à 80 cm,da 50 a 80 cm,50 to 80 cm
#3896B2,1759,1759,80,120,56,150,178,hto000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Gesamtschneehöhe,SYNOP: épaisseur totale de neige gisante,SYNOP: total snow depth,SYNOP: altezza della neve totale,d460972c-273f-4404-8221-1ccb6ac351ce,messwerte-gesamtschnee-1d,i2009t,80 bis 120 cm,de 80 à 120 cm,da 80 a 120 cm,80 to 120 cm,80 bis 120 cm,de 80 à 120 cm,da 80 a 120 cm,80 to 120 cm
#1371AE,1759,1759,120,200,19,113,174,hto000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Gesamtschneehöhe,SYNOP: épaisseur totale de neige gisante,SYNOP: total snow depth,SYNOP: altezza della neve totale,d460972c-273f-4404-8221-1ccb6ac351ce,messwerte-gesamtschnee-1d,i2009t,120 bis 200 cm,de 120 à 200 cm,da 120 a 200 cm,120 to 200 cm,120 bis 200 cm,de 120 à 200 cm,da 120 a 200 cm,120 to 200 cm
#09518A,1759,1759,200,300,9,81,138,hto000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Gesamtschneehöhe,SYNOP: épaisseur totale de neige gisante,SYNOP: total snow depth,SYNOP: altezza della neve totale,d460972c-273f-4404-8221-1ccb6ac351ce,messwerte-gesamtschnee-1d,i2009t,200 bis 300 cm,de 200 à 300 cm,da 200 a 300 cm,200 to 300 cm,200 bis 300 cm,de 200 à 300 cm,da 200 a 300 cm,200 to 300 cm
#600233,1759,1759,300,400,96,2,51,hto000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Gesamtschneehöhe,SYNOP: épaisseur totale de neige gisante,SYNOP: total snow depth,SYNOP: altezza della neve totale,d460972c-273f-4404-8221-1ccb6ac351ce,messwerte-gesamtschnee-1d,i2009t,300 bis 400 cm,de 300 à 400 cm,da 300 a 400 cm,300 to 400 cm,300 bis 400 cm,de 300 à 400 cm,da 300 a 400 cm,300 to 400 cm
#4C0010,1759,1759,400,1200,76,0,16,hto000sw,centimeter,cm,Schnee,neige,neve,snow,SYNOP: Gesamtschneehöhe,SYNOP: épaisseur totale de neige gisante,SYNOP: total snow depth,SYNOP: altezza della neve totale,d460972c-273f-4404-8221-1ccb6ac351ce,messwerte-gesamtschnee-1d,i2009t,> 400 cm,> 400 cm,> 400 cm,> 400 cm,400 bis 1200 cm,de 400 à 1200 cm,da 400 a 1200 cm,400 to 1200 cm
#FFFFFF,1938,1938,0,5,255,255,255,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,windstill,calme,calma,calm,0 bis 5 km/h,de 0 à 5 km/h,da 0 a 5 km/h,0 to 5 km/h
#FFF7F3,1938,1938,5,11,255,247,243,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,5 bis 11 km/h,de 5 à 11 km/h,da 5 a 11 km/h,5 to 11 km/h,5 bis 11 km/h,de 5 à 11 km/h,da 5 a 11 km/h,5 to 11 km/h
#FDE0DD,1938,1938,11,19,253,224,221,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,11 bis 19 km/h,de 11 à 19 km/h,da 11 a 19 km/h,11 to 19 km/h,11 bis 19 km/h,de 11 à 19 km/h,da 11 a 19 km/h,11 to 19 km/h
#FCC5C0,1938,1938,19,28,252,197,192,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,19 bis 28 km/h,de 19 à 28 km/h,da 19 a 28 km/h,19 to 28 km/h,19 bis 28 km/h,de 19 à 28 km/h,da 19 a 28 km/h,19 to 28 km/h
#FA9FB5,1938,1938,28,38,250,159,181,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,28 bis 38 km/h,de 28 à 38 km/h,da 28 a 38 km/h,28 to 38 km/h,28 bis 38 km/h,de 28 à 38 km/h,da 28 a 38 km/h,28 to 38 km/h
#F768A1,1938,1938,38,49,247,104,161,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,38 bis 49 km/h,de 38 à 49 km/h,da 38 a 49 km/h,38 to 49 km/h,38 bis 49 km/h,de 38 à 49 km/h,da 38 a 49 km/h,38 to 49 km/h
#DD3497,1938,1938,49,61,221,52,151,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,49 bis 61 km/h,de 49 à 61 km/h,da 49 a 61 km/h,49 to 61 km/h,49 bis 61 km/h,de 49 à 61 km/h,da 49 a 61 km/h,49 to 61 km/h
#AE017E,1938,1938,61,74,174,1,126,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,61 bis 74 km/h,de 61 à 74 km/h,da 61 a 74 km/h,61 to 74 km/h,61 bis 74 km/h,de 61 à 74 km/h,da 61 a 74 km/h,61 to 74 km/h
#7A0177,1938,1938,74,88,122,1,119,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,74 bis 88 km/h,de 74 à 88 km/h,da 74 a 88 km/h,74 to 88 km/h,74 bis 88 km/h,de 74 à 88 km/h,da 74 a 88 km/h,74 to 88 km/h
#49006A,1938,1938,88,102,73,0,106,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,88 bis 102 km/h,de 88 à 102 km/h,da 88 a 102 km/h,88 to 102 km/h,88 bis 102 km/h,de 88 à 102 km/h,da 88 a 102 km/h,88 to 102 km/h
#40004B,1938,1938,102,117,64,0,75,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,102 bis 117 km/h,de 102 à 117 km/h,da 102 a 117 km/h,102 to 117 km/h,102 bis 117 km/h,de 102 à 117 km/h,da 102 a 117 km/h,102 to 117 km/h
#000000,1938,1938,117,300,0,0,0,fu3010z1,kilometer per hour,km/h,Wind,vent,vento,wind,Böenspitze (Sekundenböe); Maximum,rafale (intégration 1 s); maximum,Gust peak (one second); maximum,Raffica del vento (su un secondo); massima,0b2cff5d-65c3-4e7a-8e1f-355c2b608948,messwerte-wind-boeenspitze-kmh-10min,i2020t,> 117 km/h,> 117 km/h,> 117 km/h,> 117 km/h,117 bis 300 km/h,de 117 à 300 km/h,da 117 a 300 km/h,117 to 300 km/h
#FFFFFF,3000,3000,0,0.1,255,255,255,hns002d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 2-Tagessumme 6 UTC FT - 48 h,"épaisseur de neige fraîche; sommation sur 2 journées, 6 UTC du jour suivant - 48 h","Fresh snow depth; 2-day-total, 6 UTC following day - 48 h","Altezza della neve nuova; somma su 2 giorni, 6 UTC del giorno seguente - 48 h",df711c72-1335-4485-8936-5dec4573a383,messwerte-neuschnee-2d,i2046t,kein Neuschnee,pas de neige fraîche,senza neve fresca,no fresh snow,0 bis 0.1 cm,de 0 à 0.1 cm,da 0 a 0.1 cm,0 to 0.1 cm
#CDFFCD,3000,3000,0.1,1,205,255,205,hns002d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 2-Tagessumme 6 UTC FT - 48 h,"épaisseur de neige fraîche; sommation sur 2 journées, 6 UTC du jour suivant - 48 h","Fresh snow depth; 2-day-total, 6 UTC following day - 48 h","Altezza della neve nuova; somma su 2 giorni, 6 UTC del giorno seguente - 48 h",df711c72-1335-4485-8936-5dec4573a383,messwerte-neuschnee-2d,i2046t,0.1 bis 1 cm,de 0.1 à 1 cm,da 0.1 a 1 cm,0.1 to 1 cm,0.1 bis 1 cm,de 0.1 à 1 cm,da 0.1 a 1 cm,0.1 to 1 cm
#99F0B2,3000,3000,1,10,153,240,178,hns002d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 2-Tagessumme 6 UTC FT - 48 h,"épaisseur de neige fraîche; sommation sur 2 journées, 6 UTC du jour suivant - 48 h","Fresh snow depth; 2-day-total, 6 UTC following day - 48 h","Altezza della neve nuova; somma su 2 giorni, 6 UTC del giorno seguente - 48 h",df711c72-1335-4485-8936-5dec4573a383,messwerte-neuschnee-2d,i2046t,1 bis 10 cm,de 1 à 10 cm,da 1 a 10 cm,1 to 10 cm,1 bis 10 cm,de 1 à 10 cm,da 1 a 10 cm,1 to 10 cm
#53BD9F,3000,3000,10,25,83,189,159,hns002d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 2-Tagessumme 6 UTC FT - 48 h,"épaisseur de neige fraîche; sommation sur 2 journées, 6 UTC du jour suivant - 48 h","Fresh snow depth; 2-day-total, 6 UTC following day - 48 h","Altezza della neve nuova; somma su 2 giorni, 6 UTC del giorno seguente - 48 h",df711c72-1335-4485-8936-5dec4573a383,messwerte-neuschnee-2d,i2046t,10 bis 25 cm,de 10 à 25 cm,da 10 a 25 cm,10 to 25 cm,10 bis 25 cm,de 10 à 25 cm,da 10 a 25 cm,10 to 25 cm
#3296B4,3000,3000,25,50,50,150,180,hns002d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 2-Tagessumme 6 UTC FT - 48 h,"épaisseur de neige fraîche; sommation sur 2 journées, 6 UTC du jour suivant - 48 h","Fresh snow depth; 2-day-total, 6 UTC following day - 48 h","Altezza della neve nuova; somma su 2 giorni, 6 UTC del giorno seguente - 48 h",df711c72-1335-4485-8936-5dec4573a383,messwerte-neuschnee-2d,i2046t,25 bis 50 cm,de 25 à 50 cm,da 25 a 50 cm,25 to 50 cm,25 bis 50 cm,de 25 à 50 cm,da 25 a 50 cm,25 to 50 cm
#0570B0,3000,3000,50,80,5,112,176,hns002d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 2-Tagessumme 6 UTC FT - 48 h,"épaisseur de neige fraîche; sommation sur 2 journées, 6 UTC du jour suivant - 48 h","Fresh snow depth; 2-day-total, 6 UTC following day - 48 h","Altezza della neve nuova; somma su 2 giorni, 6 UTC del giorno seguente - 48 h",df711c72-1335-4485-8936-5dec4573a383,messwerte-neuschnee-2d,i2046t,50 bis 80 cm,de 50 à 80 cm,da 50 a 80 cm,50 to 80 cm,50 bis 80 cm,de 50 à 80 cm,da 50 a 80 cm,50 to 80 cm
#05508C,3000,3000,80,400,5,80,140,hns002d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 2-Tagessumme 6 UTC FT - 48 h,"épaisseur de neige fraîche; sommation sur 2 journées, 6 UTC du jour suivant - 48 h","Fresh snow depth; 2-day-total, 6 UTC following day - 48 h","Altezza della neve nuova; somma su 2 giorni, 6 UTC del giorno seguente - 48 h",df711c72-1335-4485-8936-5dec4573a383,messwerte-neuschnee-2d,i2046t,> 80 cm,> 80 cm,> 80 cm,> 80 cm,80 bis 400 cm,de 80 à 400 cm,da 80 a 400 cm,80 to 400 cm
#FFFFFF,3001,3001,0,0.1,255,255,255,hns003d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 3-Tagessumme 6 UTC FT - 72 h,"épaisseur de neige fraîche; sommation sur 3 journées, 6 UTC du jour suivant - 72 h","Fresh snow depth; 3-day-total, 6 UTC following day - 72 h","Altezza della neve nuova; somma su 3 giorni, 6 UTC del giorno seguente - 72 h",91424c0d-4196-4a63-a9be-8e2c71c80fa1,messwerte-neuschnee-3d,i2047t,kein Neuschnee,pas de neige fraîche,senza neve fresca,no fresh snow,0 bis 0.1 cm,de 0 à 0.1 cm,da 0 a 0.1 cm,0 to 0.1 cm
#CDFFCD,3001,3001,0.1,1,205,255,205,hns003d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 3-Tagessumme 6 UTC FT - 72 h,"épaisseur de neige fraîche; sommation sur 3 journées, 6 UTC du jour suivant - 72 h","Fresh snow depth; 3-day-total, 6 UTC following day - 72 h","Altezza della neve nuova; somma su 3 giorni, 6 UTC del giorno seguente - 72 h",91424c0d-4196-4a63-a9be-8e2c71c80fa1,messwerte-neuschnee-3d,i2047t,0.1 bis 1 cm,de 0.1 à 1 cm,da 0.1 a 1 cm,0.1 to 1 cm,0.1 bis 1 cm,de 0.1 à 1 cm,da 0.1 a 1 cm,0.1 to 1 cm
#99F0B2,3001,3001,1,10,153,240,178,hns003d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 3-Tagessumme 6 UTC FT - 72 h,"épaisseur de neige fraîche; sommation sur 3 journées, 6 UTC du jour suivant - 72 h","Fresh snow depth; 3-day-total, 6 UTC following day - 72 h","Altezza della neve nuova; somma su 3 giorni, 6 UTC del giorno seguente - 72 h",91424c0d-4196-4a63-a9be-8e2c71c80fa1,messwerte-neuschnee-3d,i2047t,1 bis 10 cm,de 1 à 10 cm,da 1 a 10 cm,1 to 10 cm,1 bis 10 cm,de 1 à 10 cm,da 1 a 10 cm,1 to 10 cm
#53BD9F,3001,3001,10,25,83,189,159,hns003d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 3-Tagessumme 6 UTC FT - 72 h,"épaisseur de neige fraîche; sommation sur 3 journées, 6 UTC du jour suivant - 72 h","Fresh snow depth; 3-day-total, 6 UTC following day - 72 h","Altezza della neve nuova; somma su 3 giorni, 6 UTC del giorno seguente - 72 h",91424c0d-4196-4a63-a9be-8e2c71c80fa1,messwerte-neuschnee-3d,i2047t,10 bis 25 cm,de 10 à 25 cm,da 10 a 25 cm,10 to 25 cm,10 bis 25 cm,de 10 à 25 cm,da 10 a 25 cm,10 to 25 cm
